Site,Date,EnteroCount,FourDayRainTotal,SampleCount
Norrie Point mid-channel,6/30/11,6,0.5,36
Norrie Point mid-channel,8/18/13,3,0,36
Norrie Point mid-channel,9/20/13,1,0,36
Norrie Point mid-channel,10/19/13,1,0,36
Norrie Point mid-channel,7/20/13,3,0.1,36
Norrie Point mid-channel,5/21/08,1,0.1,36
Norrie Point mid-channel,6/17/08,1,1,36
Norrie Point mid-channel,7/16/08,1,0.6,36
Norrie Point mid-channel,8/7/08,1,0.3,36
Norrie Point mid-channel,9/15/08,1,0.7,36
Norrie Point mid-channel,5/18/11,119,2.1,36
Norrie Point mid-channel,5/14/09,3,0.1,36
Norrie Point mid-channel,6/10/09,1,0.9,36
Norrie Point mid-channel,7/30/09,1203,0.5,36
Norrie Point mid-channel,8/23/09,10,0.6,36
Norrie Point mid-channel,9/16/09,2,0,36
Norrie Point mid-channel,10/22/09,1,0,36
Norrie Point mid-channel,5/24/10,1,0,36
Norrie Point mid-channel,6/17/10,2,0,36
Norrie Point mid-channel,7/20/10,1,0,36
Norrie Point mid-channel,8/20/10,3,0,36
Norrie Point mid-channel,9/13/10,5,0,36
Norrie Point mid-channel,10/22/08,4,0,36
Norrie Point mid-channel,10/15/10,17,1.5,36
Poughkeepsie Drinking Water Intake,7/16/08,1,0.6,38
Poughkeepsie Drinking Water Intake,10/19/13,6,0,38
Poughkeepsie Drinking Water Intake,9/20/13,1,0,38
Poughkeepsie Drinking Water Intake,8/17/13,8,0,38
Poughkeepsie Drinking Water Intake,7/19/13,3,0.1,38
Poughkeepsie Drinking Water Intake,6/22/13,11,0,38
Poughkeepsie Drinking Water Intake,6/2/13,6,0,38
Poughkeepsie Drinking Water Intake,9/13/12,3,0,38
Poughkeepsie Drinking Water Intake,8/16/12,5,0.4,38
Poughkeepsie Drinking Water Intake,7/19/12,4,0.2,38
Poughkeepsie Drinking Water Intake,6/14/12,13,0.5,38
Poughkeepsie Drinking Water Intake,5/18/12,1,0.3,38
Poughkeepsie Drinking Water Intake,8/20/10,5,0,38
Poughkeepsie Drinking Water Intake,8/6/08,2,0.3,38
Poughkeepsie Drinking Water Intake,9/20/08,1,0,38
Poughkeepsie Drinking Water Intake,5/14/09,4,0.1,38
Poughkeepsie Drinking Water Intake,5/17/09,4,1.5,38
Poughkeepsie Drinking Water Intake,6/10/09,1,0.9,38
Poughkeepsie Drinking Water Intake,7/30/09,16,0.5,38
Poughkeepsie Drinking Water Intake,8/3/09,23,1.7,38
Poughkeepsie Drinking Water Intake,8/23/09,16,0.6,38
Poughkeepsie Drinking Water Intake,9/16/09,6,0,38
Poughkeepsie Drinking Water Intake,10/22/09,2,0,38
Poughkeepsie Drinking Water Intake,5/24/10,1,0,38
Poughkeepsie Drinking Water Intake,6/17/08,6,1,38
Poughkeepsie Drinking Water Intake,7/20/10,1,0,38
Poughkeepsie Drinking Water Intake,10/14/12,3,0,38
Poughkeepsie Drinking Water Intake,10/18/11,76,0.1,38
Poughkeepsie Drinking Water Intake,9/17/11,24,0.1,38
Poughkeepsie Drinking Water Intake,8/19/11,11,0.2,38
Poughkeepsie Drinking Water Intake,7/16/11,1,0,38
Poughkeepsie Drinking Water Intake,6/30/11,12,0.5,38
Poughkeepsie Drinking Water Intake,5/18/11,21,2.1,38
Poughkeepsie Drinking Water Intake,10/15/10,7,1.5,38
Poughkeepsie Drinking Water Intake,9/13/10,3,0,38
Poughkeepsie Drinking Water Intake,5/21/08,1,0.1,38
Poughkeepsie Drinking Water Intake,6/17/10,5,0,38
Poughkeepsie Drinking Water Intake,10/22/08,3,0,38
Poughkeepsie Launch Ramp,9/13/12,18,0,37
Poughkeepsie Launch Ramp,10/14/12,4,0,37
Poughkeepsie Launch Ramp,6/10/09,11,0.9,37
Poughkeepsie Launch Ramp,7/30/09,29,0.5,37
Poughkeepsie Launch Ramp,10/19/13,11,0,37
Poughkeepsie Launch Ramp,8/17/13,21,0,37
Poughkeepsie Launch Ramp,8/23/09,19,0.6,37
Poughkeepsie Launch Ramp,9/16/09,11,0,37
Poughkeepsie Launch Ramp,10/22/09,5,0,37
Poughkeepsie Launch Ramp,5/24/10,4,0,37
Poughkeepsie Launch Ramp,6/17/10,12,0,37
Poughkeepsie Launch Ramp,7/20/10,4,0,37
Poughkeepsie Launch Ramp,10/15/10,78,1.5,37
Poughkeepsie Launch Ramp,5/18/11,54,2.1,37
Poughkeepsie Launch Ramp,6/30/11,10,0.5,37
Poughkeepsie Launch Ramp,7/16/11,3,0,37
Poughkeepsie Launch Ramp,8/19/11,19,0.2,37
Poughkeepsie Launch Ramp,9/17/11,32,0.1,37
Poughkeepsie Launch Ramp,8/3/09,68,1.7,37
Poughkeepsie Launch Ramp,10/18/11,62,0.1,37
Poughkeepsie Launch Ramp,5/18/12,3,0.3,37
Poughkeepsie Launch Ramp,6/14/12,32,0.5,37
Poughkeepsie Launch Ramp,7/19/12,13,0.2,37
Poughkeepsie Launch Ramp,8/16/12,5,0.4,37
Poughkeepsie Launch Ramp,8/20/10,7,0,37
Poughkeepsie Launch Ramp,9/13/10,15,0,37
Poughkeepsie Launch Ramp,6/2/13,11,0,37
Poughkeepsie Launch Ramp,6/22/13,34,0,37
Poughkeepsie Launch Ramp,7/19/13,5,0.1,37
Poughkeepsie Launch Ramp,5/21/08,3,0.1,37
Poughkeepsie Launch Ramp,6/17/08,4,1,37
Poughkeepsie Launch Ramp,7/16/08,9,0.6,37
Poughkeepsie Launch Ramp,8/6/08,3,0.3,37
Poughkeepsie Launch Ramp,9/20/08,4,0,37
Poughkeepsie Launch Ramp,10/22/08,3,0,37
Poughkeepsie Launch Ramp,5/14/09,22,0.1,37
Poughkeepsie Launch Ramp,9/20/13,6,0,37
Marlboro Landing,8/17/13,7,0,35
Marlboro Landing,6/9/09,116,0.9,35
Marlboro Landing,5/14/09,2,0.1,35
Marlboro Landing,10/22/08,2,0,35
Marlboro Landing,9/20/08,2,0,35
Marlboro Landing,8/6/08,38,0.3,35
Marlboro Landing,7/16/08,1,0.6,35
Marlboro Landing,6/17/08,24,1,35
Marlboro Landing,10/18/11,17,0.1,35
Marlboro Landing,10/21/09,5,0.2,35
Marlboro Landing,5/24/10,5,0,35
Marlboro Landing,9/20/13,2,0,35
Marlboro Landing,8/23/09,11,0.6,35
Marlboro Landing,7/19/13,16,0.1,35
Marlboro Landing,6/22/13,26,0,35
Marlboro Landing,6/2/13,5,0,35
Marlboro Landing,10/14/12,33,0,35
Marlboro Landing,9/13/12,13,0,35
Marlboro Landing,8/16/12,1,0.4,35
Marlboro Landing,7/30/09,77,0.5,35
Marlboro Landing,6/14/12,7,0.5,35
Marlboro Landing,5/18/12,2,0.3,35
Marlboro Landing,9/16/09,2,0,35
Marlboro Landing,9/17/11,26,0.1,35
Marlboro Landing,8/19/11,10,0.2,35
Marlboro Landing,7/17/11,2,0,35
Marlboro Landing,6/30/11,12,0.5,35
Marlboro Landing,5/18/11,32,2.1,35
Marlboro Landing,10/15/10,2420,1.5,35
Marlboro Landing,9/13/10,4,0,35
Marlboro Landing,8/20/10,7,0,35
Marlboro Landing,7/20/10,22,0,35
Marlboro Landing,6/17/10,15,0,35
Marlboro Landing,10/19/13,9,0,35
Marlboro Landing,7/19/12,7,0.2,35
Wappingers Creek,10/19/13,5,0,35
Wappingers Creek,5/14/09,6,0.1,35
Wappingers Creek,6/17/10,16,0,35
Wappingers Creek,6/9/09,91,0.9,35
Wappingers Creek,7/20/10,16,0,35
Wappingers Creek,8/20/10,84,0,35
Wappingers Creek,9/13/10,17,0,35
Wappingers Creek,10/15/10,22,1.5,35
Wappingers Creek,5/18/11,411,2.1,35
Wappingers Creek,6/30/11,66,0.5,35
Wappingers Creek,6/17/08,40,1,35
Wappingers Creek,7/16/08,3,0.6,35
Wappingers Creek,8/6/08,1,0.3,35
Wappingers Creek,9/20/08,2,0,35
Wappingers Creek,5/24/10,1,0,35
Wappingers Creek,7/17/11,3,0,35
Wappingers Creek,9/17/11,37,0.1,35
Wappingers Creek,10/18/11,16,0.1,35
Wappingers Creek,5/18/12,7,0.3,35
Wappingers Creek,6/14/12,9,0.5,35
Wappingers Creek,7/19/12,8,0.2,35
Wappingers Creek,8/16/12,3,0.4,35
Wappingers Creek,9/13/12,10,0,35
Wappingers Creek,10/14/12,22,0,35
Wappingers Creek,6/2/13,3,0,35
Wappingers Creek,9/16/09,2,0,35
Wappingers Creek,10/21/09,9,0.2,35
Wappingers Creek,6/22/13,86,0,35
Wappingers Creek,7/30/09,12,0.5,35
Wappingers Creek,8/19/11,9,0.2,35
Wappingers Creek,7/19/13,7,0.1,35
Wappingers Creek,8/17/13,15,0,35
Wappingers Creek,9/20/13,2,0,35
Wappingers Creek,10/22/08,5,0,35
Wappingers Creek,8/23/09,6,0.6,35
Beacon Harbor,9/20/13,7,0,38
Beacon Harbor,8/17/13,9,0,38
Beacon Harbor,7/19/13,199,0.1,38
Beacon Harbor,6/22/13,12,0,38
Beacon Harbor,10/18/13,34,0,38
Beacon Harbor,6/2/13,3,0,38
Beacon Harbor,10/14/12,38,0,38
Beacon Harbor,9/13/12,56,0,38
Beacon Harbor,8/15/12,15,0.4,38
Beacon Harbor,7/19/12,18,0.2,38
Beacon Harbor,6/14/12,10,0.5,38
Beacon Harbor,5/18/12,2,0.3,38
Beacon Harbor,10/18/11,25,0.1,38
Beacon Harbor,9/17/11,40,0.1,38
Beacon Harbor,7/17/11,1,0,38
Beacon Harbor,6/29/11,69,0.5,38
Beacon Harbor,5/18/11,99,2.1,38
Beacon Harbor,10/15/10,816,1.5,38
Beacon Harbor,10/14/10,56,0.4,38
Beacon Harbor,9/13/10,20,0,38
Beacon Harbor,8/19/10,48,1,38
Beacon Harbor,7/20/10,28,0,38
Beacon Harbor,6/17/10,50,0,38
Beacon Harbor,5/23/10,7,0,38
Beacon Harbor,10/21/09,107,0.2,38
Beacon Harbor,9/16/09,23,0,38
Beacon Harbor,8/22/09,8,0.6,38
Beacon Harbor,8/3/09,8,1.7,38
Beacon Harbor,7/30/09,12,0.5,38
Beacon Harbor,6/9/09,104,0.9,38
Beacon Harbor,5/14/09,6,0.1,38
Beacon Harbor,10/22/08,22,0,38
Beacon Harbor,9/20/08,3,0,38
Beacon Harbor,8/6/08,4,0.3,38
Beacon Harbor,7/16/08,1,0.6,38
Beacon Harbor,6/17/08,17,1,38
Beacon Harbor,5/21/08,3,0.1,38
Beacon Harbor,8/18/11,21,0.8,38
Newburgh Launch Ramp,6/17/08,41,1,38
Newburgh Launch Ramp,10/21/09,184,0.2,38
Newburgh Launch Ramp,9/16/09,36,0,38
Newburgh Launch Ramp,8/22/09,687,0.6,38
Newburgh Launch Ramp,8/3/09,115,1.7,38
Newburgh Launch Ramp,7/30/09,225,0.5,38
Newburgh Launch Ramp,6/9/09,1046,0.9,38
Newburgh Launch Ramp,5/14/09,2,0.1,38
Newburgh Launch Ramp,10/22/08,19,0,38
Newburgh Launch Ramp,9/20/08,1,0,38
Newburgh Launch Ramp,8/6/08,27,0.3,38
Newburgh Launch Ramp,7/16/08,10,0.6,38
Newburgh Launch Ramp,5/18/12,8,0.3,38
Newburgh Launch Ramp,5/21/08,19,0.1,38
Newburgh Launch Ramp,7/20/10,1300,0,38
Newburgh Launch Ramp,8/19/10,328,1,38
Newburgh Launch Ramp,9/13/10,17,0,38
Newburgh Launch Ramp,10/14/10,326,0.4,38
Newburgh Launch Ramp,10/15/10,2420,1.5,38
Newburgh Launch Ramp,5/18/11,921,2.1,38
Newburgh Launch Ramp,6/29/11,727,0.5,38
Newburgh Launch Ramp,7/17/11,12,0,38
Newburgh Launch Ramp,8/18/11,921,0.8,38
Newburgh Launch Ramp,9/17/11,125,0.1,38
Newburgh Launch Ramp,10/18/11,411,0.1,38
Newburgh Launch Ramp,6/14/12,37,0.5,38
Newburgh Launch Ramp,6/17/10,225,0,38
Newburgh Launch Ramp,7/19/12,93,0.2,38
Newburgh Launch Ramp,8/15/12,365,0.4,38
Newburgh Launch Ramp,9/13/12,33,0,38
Newburgh Launch Ramp,10/14/12,58,0,38
Newburgh Launch Ramp,6/2/13,194,0,38
Newburgh Launch Ramp,6/22/13,49,0,38
Newburgh Launch Ramp,7/19/13,1733,0.1,38
Newburgh Launch Ramp,8/17/13,131,0,38
Newburgh Launch Ramp,9/20/13,88,0,38
Newburgh Launch Ramp,10/18/13,365,0,38
Newburgh Launch Ramp,5/23/10,41,0,38
Little Stony Point,9/20/13,7,0,38
Little Stony Point,5/21/08,3,0.1,38
Little Stony Point,6/17/08,13,1,38
Little Stony Point,7/16/08,1,0.6,38
Little Stony Point,8/6/08,1,0.3,38
Little Stony Point,10/22/08,32,0,38
Little Stony Point,5/14/09,1,0.1,38
Little Stony Point,5/17/09,5,1.5,38
Little Stony Point,6/9/09,13,0.9,38
Little Stony Point,7/30/09,4,0.5,38
Little Stony Point,8/3/09,13,1.7,38
Little Stony Point,9/16/09,17,0,38
Little Stony Point,8/17/13,12,0,38
Little Stony Point,10/21/09,16,0.2,38
Little Stony Point,5/23/10,4,0,38
Little Stony Point,6/17/10,6,0,38
Little Stony Point,7/20/10,99,0,38
Little Stony Point,8/19/10,1,1,38
Little Stony Point,9/13/10,166,0,38
Little Stony Point,10/14/10,25,0.4,38
Little Stony Point,5/18/11,23,2.1,38
Little Stony Point,7/17/11,1,0,38
Little Stony Point,7/19/13,15,0.1,38
Little Stony Point,9/17/11,53,0.1,38
Little Stony Point,10/18/11,10,0.1,38
Little Stony Point,10/18/13,12,0,38
Little Stony Point,6/14/12,1,0.5,38
Little Stony Point,7/19/12,9,0.2,38
Little Stony Point,8/15/12,7,0.4,38
Little Stony Point,9/13/12,16,0,38
Little Stony Point,10/13/12,11,0,38
Little Stony Point,6/1/13,8,0,38
Little Stony Point,6/21/13,28,0,38
Little Stony Point,8/18/11,13,0.8,38
Little Stony Point,8/22/09,10,0.6,38
Little Stony Point,9/20/08,3,0,38
Little Stony Point,6/29/11,6,0.5,38
Little Stony Point,5/18/12,1,0.3,38
Cold Spring Harbor,7/20/10,184,0,35
Cold Spring Harbor,10/18/11,15,0.1,35
Cold Spring Harbor,10/18/13,22,0,35
Cold Spring Harbor,9/20/13,3,0,35
Cold Spring Harbor,8/17/13,11,0,35
Cold Spring Harbor,7/19/13,84,0.1,35
Cold Spring Harbor,6/21/13,20,0,35
Cold Spring Harbor,6/1/13,4,0,35
Cold Spring Harbor,10/13/12,7,0,35
Cold Spring Harbor,9/13/12,6,0,35
Cold Spring Harbor,7/19/12,29,0.2,35
Cold Spring Harbor,6/14/12,1,0.5,35
Cold Spring Harbor,5/18/12,1,0.3,35
Cold Spring Harbor,6/17/08,19,1,35
Cold Spring Harbor,9/17/11,33,0.1,35
Cold Spring Harbor,8/18/11,27,0.8,35
Cold Spring Harbor,6/29/11,21,0.5,35
Cold Spring Harbor,5/18/11,26,2.1,35
Cold Spring Harbor,10/14/10,33,0.4,35
Cold Spring Harbor,9/13/10,13,0,35
Cold Spring Harbor,8/19/10,6,1,35
Cold Spring Harbor,6/17/10,26,0,35
Cold Spring Harbor,5/23/10,12,0,35
Cold Spring Harbor,7/17/11,10,0,35
Cold Spring Harbor,9/16/09,25,0,35
Cold Spring Harbor,8/15/12,11,0.4,35
Cold Spring Harbor,8/22/09,12,0.6,35
Cold Spring Harbor,7/30/09,15,0.5,35
Cold Spring Harbor,6/9/09,78,0.9,35
Cold Spring Harbor,5/14/09,6,0.1,35
Cold Spring Harbor,10/22/08,14,0,35
Cold Spring Harbor,9/20/08,2,0,35
Cold Spring Harbor,8/6/08,1,0.3,35
Cold Spring Harbor,7/16/08,1,0.6,35
Cold Spring Harbor,10/21/09,11,0.2,35
West Point STP Outfall,9/20/13,5,0,36
West Point STP Outfall,6/29/11,11,0.5,36
West Point STP Outfall,9/20/08,1,0,36
West Point STP Outfall,10/22/08,19,0,36
West Point STP Outfall,9/16/09,1,0,36
West Point STP Outfall,10/21/09,5,0.2,36
West Point STP Outfall,5/23/10,1,0,36
West Point STP Outfall,6/17/10,6,0,36
West Point STP Outfall,7/20/10,91,0,36
West Point STP Outfall,8/19/10,4,1,36
West Point STP Outfall,9/13/10,291,0,36
West Point STP Outfall,10/14/10,26,0.4,36
West Point STP Outfall,6/21/13,15,0,36
West Point STP Outfall,5/18/11,147,2.1,36
West Point STP Outfall,7/17/11,2,0,36
West Point STP Outfall,8/18/11,67,0.8,36
West Point STP Outfall,9/17/11,41,0.1,36
West Point STP Outfall,10/18/11,16,0.1,36
West Point STP Outfall,6/14/12,4,0.5,36
West Point STP Outfall,7/19/12,7,0.2,36
West Point STP Outfall,8/15/12,2420,0.4,36
West Point STP Outfall,9/13/12,1,0,36
West Point STP Outfall,10/13/12,8,0,36
West Point STP Outfall,6/1/13,10,0,36
West Point STP Outfall,8/22/09,12,0.6,36
West Point STP Outfall,8/6/08,3,0.3,36
West Point STP Outfall,6/9/09,9,0.9,36
West Point STP Outfall,7/19/13,10,0.1,36
West Point STP Outfall,8/17/13,7,0,36
West Point STP Outfall,5/18/12,5,0.3,36
West Point STP Outfall,10/18/13,21,0,36
West Point STP Outfall,7/30/09,5,0.5,36
West Point STP Outfall,5/14/09,3,0.1,36
West Point STP Outfall,7/16/08,1,0.6,36
West Point STP Outfall,6/17/08,4,0.3,36
West Point STP Outfall,5/21/08,4,0.1,36
Fort Montgomery,7/30/09,12,0.5,36
Fort Montgomery,8/22/09,16,0.6,36
Fort Montgomery,9/16/09,17,0,36
Fort Montgomery,10/21/09,22,0.2,36
Fort Montgomery,5/23/10,36,0,36
Fort Montgomery,6/17/10,13,0,36
Fort Montgomery,10/18/13,13,0,36
Fort Montgomery,10/13/12,4,0,36
Fort Montgomery,6/1/13,9,0,36
Fort Montgomery,6/21/13,15,0,36
Fort Montgomery,7/19/13,24,0.1,36
Fort Montgomery,8/19/10,2,1,36
Fort Montgomery,9/13/10,13,0,36
Fort Montgomery,10/14/10,24,0.4,36
Fort Montgomery,5/18/11,219,2.1,36
Fort Montgomery,6/29/11,47,0.5,36
Fort Montgomery,7/17/11,1,0,36
Fort Montgomery,8/18/11,18,0.8,36
Fort Montgomery,8/17/13,8,0,36
Fort Montgomery,9/17/11,61,0.1,36
Fort Montgomery,10/18/11,19,0.1,36
Fort Montgomery,5/18/12,1,0.3,36
Fort Montgomery,6/9/09,34,0.9,36
Fort Montgomery,9/20/13,13,0,36
Fort Montgomery,7/19/12,33,0.2,36
Fort Montgomery,9/13/12,4,0,36
Fort Montgomery,5/20/08,2,0.3,36
Fort Montgomery,6/17/08,20,1,36
Fort Montgomery,7/16/08,13,0.6,36
Fort Montgomery,8/6/08,3,0.3,36
Fort Montgomery,9/20/08,2,0,36
Fort Montgomery,10/22/08,6,0,36
Fort Montgomery,7/20/10,15,0,36
Fort Montgomery,5/14/09,2,0,36
Fort Montgomery,8/15/12,2420,0.4,36
Fort Montgomery,6/14/12,12,0.5,36
Annesville Creek,6/16/10,10,0,38
Annesville Creek,6/25/08,18,0.1,38
Annesville Creek,7/15/08,20,1.1,38
Annesville Creek,8/21/08,10,0,38
Annesville Creek,9/23/08,10,0,38
Annesville Creek,10/21/08,10,0,38
Annesville Creek,6/8/09,10,0.8,38
Annesville Creek,6/23/09,75,0.7,38
Annesville Creek,7/29/09,10,0.8,38
Annesville Creek,8/21/09,10,0,38
Annesville Creek,9/15/09,10,0,38
Annesville Creek,10/20/09,10,0,38
Annesville Creek,5/22/10,10,0,38
Annesville Creek,6/16/08,365,1.7,38
Annesville Creek,7/22/10,275,1.5,38
Annesville Creek,8/18/10,10,0.5,38
Annesville Creek,9/12/10,10,0,38
Annesville Creek,10/13/10,10,0.3,38
Annesville Creek,5/17/11,958,2,38
Annesville Creek,6/28/11,31,0,38
Annesville Creek,7/18/11,10,0,38
Annesville Creek,8/17/11,10,3.4,38
Annesville Creek,10/11/12,10,0.1,38
Annesville Creek,5/30/13,10,0.4,38
Annesville Creek,6/20/13,63,0.5,38
Annesville Creek,5/20/08,11,0.6,38
Annesville Creek,8/15/13,10,1.1,38
Annesville Creek,9/19/13,10,0,38
Annesville Creek,10/17/13,20,0,38
Annesville Creek,9/15/11,578,0,38
Annesville Creek,10/20/11,393,0.1,38
Annesville Creek,5/16/12,10,0.6,38
Annesville Creek,6/12/12,20,0.5,38
Annesville Creek,7/17/12,10,0.2,38
Annesville Creek,8/14/12,98,0,38
Annesville Creek,9/11/12,20,1.4,38
Annesville Creek,5/13/09,5,0,38
Annesville Creek,7/18/13,10,0,38
Peekskill Riverfront Green Park,10/20/09,10,0,42
Peekskill Riverfront Green Park,7/18/13,10,0,42
Peekskill Riverfront Green Park,8/21/08,10,0,42
Peekskill Riverfront Green Park,7/15/08,28,1.1,42
Peekskill Riverfront Green Park,6/25/08,86,0.1,42
Peekskill Riverfront Green Park,6/16/08,276,1.7,42
Peekskill Riverfront Green Park,5/20/08,18,0.6,42
Peekskill Riverfront Green Park,9/9/07,2,0,42
Peekskill Riverfront Green Park,8/23/07,9,1.4,42
Peekskill Riverfront Green Park,7/16/07,2,0,42
Peekskill Riverfront Green Park,5/21/07,28,0.2,42
Peekskill Riverfront Green Park,10/21/08,20,0,42
Peekskill Riverfront Green Park,5/13/09,57,0,42
Peekskill Riverfront Green Park,6/8/09,10,0.8,42
Peekskill Riverfront Green Park,6/23/09,86,0.7,42
Peekskill Riverfront Green Park,7/29/09,10,0.8,42
Peekskill Riverfront Green Park,8/21/09,10,0,42
Peekskill Riverfront Green Park,9/15/09,10,0,42
Peekskill Riverfront Green Park,10/17/13,20,0,42
Peekskill Riverfront Green Park,9/19/13,10,0,42
Peekskill Riverfront Green Park,8/15/13,30,1.1,42
Peekskill Riverfront Green Park,6/20/13,10,0.5,42
Peekskill Riverfront Green Park,5/30/13,10,0.4,42
Peekskill Riverfront Green Park,5/22/10,10,0,42
Peekskill Riverfront Green Park,10/11/12,31,0.1,42
Peekskill Riverfront Green Park,9/11/12,31,1.4,42
Peekskill Riverfront Green Park,8/14/12,31,0,42
Peekskill Riverfront Green Park,7/17/12,10,0.2,42
Peekskill Riverfront Green Park,6/12/12,41,0.5,42
Peekskill Riverfront Green Park,5/16/12,41,0.6,42
Peekskill Riverfront Green Park,10/20/11,262,0.1,42
Peekskill Riverfront Green Park,9/15/11,4352,0,42
Peekskill Riverfront Green Park,8/17/11,10,3.4,42
Peekskill Riverfront Green Park,7/18/11,20,0,42
Peekskill Riverfront Green Park,6/28/11,31,0,42
Peekskill Riverfront Green Park,5/17/11,2014,2,42
Peekskill Riverfront Green Park,10/13/10,31,0.3,42
Peekskill Riverfront Green Park,9/12/10,86,0,42
Peekskill Riverfront Green Park,8/18/10,10,0.5,42
Peekskill Riverfront Green Park,7/22/10,73,1.5,42
Peekskill Riverfront Green Park,6/16/10,10,0,42
Peekskill Riverfront Green Park,9/23/08,10,0,42
Stony Point mid-channel,6/25/08,22,0.1,44
Stony Point mid-channel,10/20/11,10,0.1,44
Stony Point mid-channel,8/21/08,10,0,44
Stony Point mid-channel,6/20/13,10,0.5,44
Stony Point mid-channel,7/17/12,10,0.2,44
Stony Point mid-channel,7/18/13,10,0,44
Stony Point mid-channel,10/21/08,10,0,44
Stony Point mid-channel,5/30/13,10,0.4,44
Stony Point mid-channel,10/11/12,10,0.1,44
Stony Point mid-channel,9/12/10,10,0,44
Stony Point mid-channel,10/13/10,10,0.3,44
Stony Point mid-channel,5/17/11,31,2,44
Stony Point mid-channel,6/28/11,20,0,44
Stony Point mid-channel,5/16/12,20,0.6,44
Stony Point mid-channel,9/19/06,3,0,44
Stony Point mid-channel,4/25/07,196,0,44
Stony Point mid-channel,7/16/07,1,0,44
Stony Point mid-channel,8/23/07,7,1.4,44
Stony Point mid-channel,9/9/07,1,0,44
Stony Point mid-channel,9/15/11,86,0,44
Stony Point mid-channel,5/20/08,18,0.6,44
Stony Point mid-channel,6/16/08,7,1.7,44
Stony Point mid-channel,9/23/08,10,0,44
Stony Point mid-channel,6/12/12,10,0.5,44
Stony Point mid-channel,7/15/08,9,1.1,44
Stony Point mid-channel,5/13/09,2,0,44
Stony Point mid-channel,5/17/09,9,0.5,44
Stony Point mid-channel,6/8/09,10,0.8,44
Stony Point mid-channel,6/23/09,10,0.7,44
Stony Point mid-channel,7/29/09,10,0.8,44
Stony Point mid-channel,8/21/09,10,0,44
Stony Point mid-channel,9/15/09,10,0,44
Stony Point mid-channel,5/22/10,10,0,44
Stony Point mid-channel,6/16/10,10,0,44
Stony Point mid-channel,7/22/10,10,1.5,44
Stony Point mid-channel,8/18/10,10,0.5,44
Stony Point mid-channel,9/11/12,10,1.4,44
Stony Point mid-channel,8/14/12,10,0,44
Stony Point mid-channel,10/17/13,10,0,44
Stony Point mid-channel,10/20/09,31,0,44
Stony Point mid-channel,9/19/13,10,0,44
Stony Point mid-channel,7/18/11,10,0,44
Stony Point mid-channel,8/17/11,10,3.4,44
Stony Point mid-channel,8/15/13,30,1.1,44
Furnace Brook,6/16/10,10,0,48
Furnace Brook,9/19/13,10,0,48
Furnace Brook,10/17/13,52,0,48
Furnace Brook,7/18/13,31,0,48
Furnace Brook,5/30/13,10,0.4,48
Furnace Brook,7/22/10,132,1.5,48
Furnace Brook,8/18/10,10,0.5,48
Furnace Brook,9/12/10,10,0,48
Furnace Brook,10/13/10,10,0.3,48
Furnace Brook,5/17/11,2481,2,48
Furnace Brook,6/28/11,10,0,48
Furnace Brook,7/18/11,10,0,48
Furnace Brook,8/17/11,10,3.4,48
Furnace Brook,9/15/11,4106,0,48
Furnace Brook,10/20/11,160,0.1,48
Furnace Brook,5/16/12,10,0.6,48
Furnace Brook,6/12/12,63,0.5,48
Furnace Brook,7/17/12,10,0.2,48
Furnace Brook,8/14/12,41,0,48
Furnace Brook,9/11/12,10,1.4,48
Furnace Brook,10/11/12,52,0.1,48
Furnace Brook,8/15/13,20,1.1,48
Furnace Brook,5/22/10,10,0,48
Furnace Brook,10/20/09,10,0,48
Furnace Brook,9/15/09,10,0,48
Furnace Brook,7/29/09,31,0.8,48
Furnace Brook,6/23/09,10,0.7,48
Furnace Brook,6/8/09,10,0.8,48
Furnace Brook,5/13/09,6,0,48
Furnace Brook,10/21/08,10,0,48
Furnace Brook,9/23/08,10,0,48
Furnace Brook,8/21/08,10,0,48
Furnace Brook,7/15/08,45,1.1,48
Furnace Brook,6/25/08,337,0.1,48
Furnace Brook,6/16/08,185,1.7,48
Furnace Brook,5/20/08,41,0.3,48
Furnace Brook,9/9/07,19,0,48
Furnace Brook,8/23/07,19,1.4,48
Furnace Brook,7/16/07,8,0,48
Furnace Brook,6/28/07,10,0.7,48
Furnace Brook,5/21/07,11,0.2,48
Furnace Brook,4/25/07,29,0,48
Furnace Brook,12/6/06,50,0,48
Furnace Brook,10/20/06,34,1.6,48
Furnace Brook,9/19/06,28,0,48
Furnace Brook,8/21/09,10,0,48
Furnace Brook,6/20/13,74,0.5,48
Furnace Brook,6/20/07,6,0.4,48
Cedar Pond Brook,6/28/07,283,0.7,47
Cedar Pond Brook,8/21/09,41,0,47
Cedar Pond Brook,7/29/09,10,0.8,47
Cedar Pond Brook,6/23/09,10,0.7,47
Cedar Pond Brook,6/8/09,10,0.8,47
Cedar Pond Brook,5/13/09,8,0,47
Cedar Pond Brook,10/21/08,10,0,47
Cedar Pond Brook,9/23/08,10,0,47
Cedar Pond Brook,8/21/08,10,0,47
Cedar Pond Brook,7/15/08,122,1.1,47
Cedar Pond Brook,6/25/08,22,0.1,47
Cedar Pond Brook,6/16/08,214,1.7,47
Cedar Pond Brook,5/20/08,6,0.6,47
Cedar Pond Brook,9/9/07,30,0,47
Cedar Pond Brook,8/23/07,194,1.4,47
Cedar Pond Brook,7/16/07,28,0,47
Cedar Pond Brook,10/20/09,10,0,47
